"row ID","Age","Employment class","Fnlwgt","Education level","Education years","Marital status","Occupation","Relationship status","Race","Sex","Capital gain","Capital loss","Work hours per week","Native country","Salary","Prediction (Salary)"
"811",53,"Private",104413,"HS-grad",9,"Widowed","Other-service","Unmarried","Black","Female",0,0,20,"United-States",,"<=50K"
"814",27,"Private",214858,"Bachelors",13,"Never-married","Sales","Own-child","White","Male",0,0,40,"United-States",,"<=50K"
"815",50,"Private",237735,"5th-6th",3,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,37,"Mexico",,"<=50K"
"817",41,"Private",237321,"1st-4th",2,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"Mexico",,"<=50K"
"818",41,"Private",23646,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States",,"<=50K"
"820",32,"Federal-gov",454508,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",,">50K"
"822",22,"Private",427686,"10th",6,"Divorced","Craft-repair","Own-child","White","Male",0,0,40,"United-States",,"<=50K"
"824",39,"Private",548510,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","Black","Male",0,0,30,"United-States",,">50K"
"825",38,"Private",187264,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,55,"United-States",,">50K"
"827",23,"Private",325596,"Some-college",10,"Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"United-States",,"<=50K"
"828",54,"Self-emp-not-inc",175804,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",,">50K"
"830",63,"Local-gov",41161,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,55,"United-States",,">50K"
"837",69,"Self-emp-not-inc",69306,"Some-college",10,"Married-civ-spouse","Other-service","Wife","White","Female",0,0,15,"United-States",,"<=50K"
"839",38,"Private",103751,"9th",5,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"840",44,"Private",75227,"Prof-school",15,"Never-married","Prof-specialty","Not-in-family","White","Male",14084,0,40,"United-States",,">50K"
"842",33,"State-gov",79580,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","Black","Male",0,0,40,"United-States",,">50K"
"845",50,"Private",121685,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,45,"United-States",,"<=50K"
"852",54,"Self-emp-not-inc",32778,"HS-grad",9,"Married-civ-spouse","Sales","Wife","White","Female",0,0,30,"United-States",,">50K"
"855",33,"Private",149220,"Assoc-voc",11,"Never-married","Other-service","Unmarried","Black","Female",0,0,40,"United-States",,"<=50K"
"861",44,"Private",367749,"1st-4th",2,"Never-married","Machine-op-inspct","Not-in-family","White","Female",0,0,40,"El-Salvador",,"<=50K"
"864",29,"Private",277788,"Some-college",10,"Married-civ-spouse","Sales","Wife","White","Female",0,0,25,"United-States",,"<=50K"
"865",30,"Private",103435,"HS-grad",9,"Divorced","Machine-op-inspct","Unmarried","White","Male",0,0,40,"United-States",,"<=50K"
"869",28,"Private",335357,"HS-grad",9,"Never-married","Handlers-cleaners","Own-child","Black","Male",0,0,40,"United-States",,"<=50K"
"871",47,"Local-gov",148995,"HS-grad",9,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,60,"United-States",,">50K"
"873",41,"State-gov",132551,"Masters",14,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,35,"United-States",,"<=50K"
"874",38,"Federal-gov",115433,"Assoc-acdm",12,"Married-civ-spouse","Adm-clerical","Wife","White","Female",7688,0,33,"United-States",,">50K"
"879",22,"Private",148187,"11th",7,"Never-married","Other-service","Other-relative","White","Male",0,0,40,"United-States",,"<=50K"
"882",53,"Private",196328,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","Black","Male",0,0,40,"United-States",,">50K"
"883",45,"Private",270842,"Masters",14,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,50,"United-States",,">50K"
"894",48,"Private",186172,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United-States",,">50K"
"896",46,"Private",271828,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"901",67,"Self-emp-inc",106175,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,2392,75,"United-States",,">50K"
"902",43,"Private",307767,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"903",42,"Private",200574,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",,">50K"
"907",33,"Local-gov",262042,"HS-grad",9,"Divorced","Adm-clerical","Own-child","White","Female",0,1138,40,"United-States",,"<=50K"
"911",24,"Private",155818,"Some-college",10,"Never-married","Sales","Own-child","White","Female",0,0,40,"United-States",,"<=50K"
"913",30,"Local-gov",131776,"Masters",14,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States",,"<=50K"
"915",26,"Private",198163,"Masters",14,"Married-civ-spouse","Sales","Wife","White","Female",0,0,40,"United-States",,">50K"
"917",30,"Private",177304,"HS-grad",9,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"918",33,"Private",144064,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",,">50K"
"920",63,"Self-emp-not-inc",26904,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,98,"United-States",,"<=50K"
"922",56,"Private",170148,"HS-grad",9,"Divorced","Craft-repair","Unmarried","Black","Male",0,0,40,"United-States",,"<=50K"
"924",40,"Private",220460,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"Canada",,"<=50K"
"935",50,"Local-gov",177705,"Some-college",10,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,1740,48,"United-States",,"<=50K"
"936",34,"Private",511361,"Some-college",10,"Never-married","Other-service","Own-child","Black","Male",0,0,40,"United-States",,"<=50K"
"937",19,"Private",89397,"HS-grad",9,"Never-married","Other-service","Own-child","White","Male",0,0,40,"United-States",,"<=50K"
"946",31,"Private",452405,"Preschool",1,"Never-married","Other-service","Other-relative","White","Female",0,0,35,"Mexico",,"<=50K"
"951",48,"Private",125933,"Some-college",10,"Widowed","Exec-managerial","Unmarried","Black","Female",0,1669,38,"United-States",,"<=50K"
"956",60,"Private",232618,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,35,"United-States",,">50K"
"966",27,"Private",163942,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,35,"Ireland",,"<=50K"
"967",75,"Private",188612,"HS-grad",9,"Widowed","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States",,"<=50K"
"968",49,"Self-emp-inc",102771,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,52,"United-States",,">50K"
"971",36,"Private",131239,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",3103,0,45,"United-States",,">50K"
"973",36,"Private",187046,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"975",27,"Private",37933,"Some-college",10,"Never-married","Adm-clerical","Unmarried","Black","Female",0,0,40,"United-States",,"<=50K"
"976",34,"Private",182177,"HS-grad",9,"Divorced","Craft-repair","Not-in-family","White","Male",3325,0,35,"United-States",,"<=50K"
"977",61,"Private",716416,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,44,"United-States",,">50K"
"981",22,"Private",201729,"9th",5,"Never-married","Handlers-cleaners","Other-relative","White","Male",0,0,30,"United-States",,"<=50K"
"984",28,"Private",115971,"Some-college",10,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States",,"<=50K"
"985",23,"Private",161708,"Bachelors",13,"Never-married","Other-service","Own-child","White","Female",0,0,30,"United-States",,"<=50K"
"987",46,"Private",155664,"Some-college",10,"Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"United-States",,"<=50K"
"992",49,"Private",165134,"Assoc-voc",11,"Never-married","Exec-managerial","Unmarried","White","Female",0,0,35,"Columbia",,"<=50K"
"1002",38,"Private",34996,"Some-college",10,"Separated","Other-service","Unmarried","White","Female",0,0,40,"United-States",,"<=50K"
"1010",44,"Self-emp-inc",168845,"HS-grad",9,"Married-civ-spouse","Sales","Wife","White","Female",0,0,60,"United-States",,"<=50K"
"1011",37,"Private",271767,"Masters",14,"Separated","Exec-managerial","Not-in-family","White","Male",0,0,45,"United-States",,">50K"
"1013",64,"State-gov",194894,"Doctorate",16,"Never-married","Prof-specialty","Not-in-family","White","Female",4787,0,40,"United-States",,">50K"
"1017",55,"Federal-gov",270859,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",,">50K"
"1018",21,"Private",231866,"HS-grad",9,"Never-married","Farming-fishing","Own-child","White","Male",0,0,65,"United-States",,"<=50K"
"1022",51,"Private",24185,"Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"1024",24,"Private",85088,"HS-grad",9,"Never-married","Sales","Own-child","White","Female",0,1762,32,"United-States",,"<=50K"
"1025",45,"Self-emp-not-inc",94962,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"England",,"<=50K"
"1029",28,"State-gov",52636,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"1036",71,"Local-gov",365996,"Bachelors",13,"Widowed","Prof-specialty","Unmarried","White","Female",0,0,6,"United-States",,"<=50K"
"1039",46,"Self-emp-not-inc",254291,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States",,">50K"
"1040",50,"Local-gov",125417,"Prof-school",15,"Never-married","Exec-managerial","Not-in-family","Black","Female",0,0,52,"United-States",,">50K"
"1041",27,"State-gov",28848,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,9,"United-States",,"<=50K"
"1046",54,"Private",220115,"Some-college",10,"Divorced","Adm-clerical","Not-in-family","White","Male",0,0,30,"United-States",,"<=50K"
"1051",48,"Private",119199,"Bachelors",13,"Divorced","Sales","Unmarried","White","Female",0,0,44,"United-States",,"<=50K"
"1052",30,"Private",107793,"Some-college",10,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,56,"United-States",,"<=50K"
"1053",35,"Private",237943,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,60,"United-States",,"<=50K"
"1059",40,"Private",164663,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"1061",40,"Private",245529,"Assoc-acdm",12,"Divorced","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States",,"<=50K"
"1062",43,"Private",55294,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"1064",41,"Private",79797,"HS-grad",9,"Married-spouse-absent","Prof-specialty","Not-in-family","Asian-Pac-Islander","Male",0,0,40,"Japan",,">50K"
"1073",27,"Private",229803,"HS-grad",9,"Never-married","Craft-repair","Own-child","Black","Male",0,0,40,"United-States",,"<=50K"
"1075",18,"Private",130849,"Some-college",10,"Never-married","Sales","Own-child","White","Female",0,0,15,"United-States",,"<=50K"
"1081",35,"Private",144322,"HS-grad",9,"Divorced","Machine-op-inspct","Unmarried","White","Female",0,0,40,"United-States",,"<=50K"
"1083",28,"Private",169069,"HS-grad",9,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"United-States",,"<=50K"
"1094",46,"Local-gov",267588,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,70,"United-States",,"<=50K"
"1098",45,"State-gov",263982,"Some-college",10,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,40,"United-States",,"<=50K"
"1102",22,"Private",221745,"Some-college",10,"Divorced","Machine-op-inspct","Own-child","White","Female",0,0,40,"United-States",,"<=50K"
"1110",24,"Federal-gov",44075,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","Asian-Pac-Islander","Male",0,0,40,"United-States",,"<=50K"
"1116",52,"Self-emp-inc",210736,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States",,"<=50K"
"1117",25,"Private",173212,"Assoc-acdm",12,"Never-married","Farming-fishing","Not-in-family","White","Male",2354,0,45,"United-States",,"<=50K"
"1122",26,"Private",31290,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"United-States",,">50K"
"1124",19,"Private",181546,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States",,"<=50K"
"1130",41,"Private",179875,"11th",7,"Divorced","Other-service","Unmarried","Other","Female",0,0,40,"United-States",,"<=50K"
"1136",45,"Self-emp-not-inc",32172,"Some-college",10,"Never-married","Farming-fishing","Not-in-family","White","Male",0,0,50,"United-States",,"<=50K"
"1137",51,"Private",252903,"10th",6,"Married-civ-spouse","Sales","Husband","White","Male",0,1977,40,"United-States",,"<=50K"
"1147",26,"Private",139992,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States",,"<=50K"
"1152",64,"Self-emp-not-inc",150121,"Doctorate",16,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,25,"United-States",,"<=50K"
"1153",56,"Federal-gov",130454,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",,">50K"
"1155",33,"Private",220939,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",7298,0,45,"United-States",,">50K"
"1156",33,"Private",94235,"Prof-school",15,"Never-married","Prof-specialty","Own-child","White","Male",0,0,42,"United-States",,">50K"
"1159",58,"Private",235624,"Assoc-voc",11,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"Germany",,">50K"
"1160",43,"Local-gov",247514,"Masters",14,"Divorced","Prof-specialty","Unmarried","White","Male",0,0,40,"United-States",,"<=50K"
"1163",53,"Local-gov",110510,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,50,"United-States",,">50K"
"1169",41,"Private",179533,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,35,"United-States",,"<=50K"
"1170",22,"State-gov",334693,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States",,"<=50K"
"1174",41,"Local-gov",242586,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",,"<=50K"
"1178",58,"Self-emp-not-inc",197665,"HS-grad",9,"Married-spouse-absent","Other-service","Unmarried","White","Female",0,0,45,"United-States",,"<=50K"
"1179",35,"Self-emp-not-inc",216129,"12th",8,"Never-married","Other-service","Not-in-family","Black","Female",0,0,40,"Trinadad&Tobago",,"<=50K"
"1180",30,"Local-gov",326104,"HS-grad",9,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United-States",,">50K"
"1181",21,"Private",57211,"HS-grad",9,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"United-States",,"<=50K"
"1182",29,"Private",100219,"Assoc-acdm",12,"Never-married","Machine-op-inspct","Unmarried","White","Male",0,0,45,"United-States",,"<=50K"
"1183",40,"Private",291192,"HS-grad",9,"Widowed","Sales","Not-in-family","White","Female",0,0,40,"United-States",,"<=50K"
"1184",54,"State-gov",93415,"Bachelors",13,"Never-married","Prof-specialty","Unmarried","Asian-Pac-Islander","Female",0,0,40,"United-States",,">50K"
"1185",35,"Private",191502,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States",,">50K"
"1188",59,"Private",374924,"HS-grad",9,"Separated","Sales","Unmarried","Black","Female",0,0,40,"United-States",,"<=50K"
"1196",20,"Private",221955,"5th-6th",3,"Married-spouse-absent","Farming-fishing","Other-relative","White","Male",0,0,40,"Mexico",,"<=50K"
"1198",39,"Private",208778,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Wife","White","Female",0,0,40,"United-States",,"<=50K"
"1206",45,"Local-gov",160472,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,50,"United-States",,">50K"
"1208",47,"Private",297884,"10th",6,"Widowed","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"United-States",,"<=50K"
"1209",59,"Private",99131,"HS-grad",9,"Widowed","Prof-specialty","Not-in-family","White","Female",0,0,18,"United-States",,"<=50K"
"1214",22,"Private",190625,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Male",0,0,35,"United-States",,"<=50K"
"1218",36,"Private",224531,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States",,">50K"
"1219",59,"Private",283005,"11th",7,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States",,"<=50K"
"1222",25,"Self-emp-not-inc",113436,"Some-college",10,"Never-married","Craft-repair","Unmarried","White","Male",0,0,35,"United-States",,"<=50K"
"1229",45,"Private",204205,"7th-8th",4,"Divorced","Machine-op-inspct","Not-in-family","White","Male",0,0,48,"United-States",,"<=50K"
"1230",47,"Private",169324,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Wife","Black","Female",0,0,35,"United-States",,">50K"
"1237",30,"Private",423770,"Some-college",10,"Never-married","Prof-specialty","Own-child","White","Male",0,0,40,"Mexico",,"<=50K"
"1241",41,"Private",223062,"Some-college",10,"Separated","Other-service","Not-in-family","Black","Male",0,0,40,"United-States",,"<=50K"
"1244",42,"Local-gov",147510,"Bachelors",13,"Separated","Prof-specialty","Unmarried","White","Male",0,0,40,"United-States",,"<=50K"
"1249",38,"Private",278924,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1887,50,"United-States",,">50K"
"1260",34,"Private",223212,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1848,40,"Peru",,">50K"
