ID,Width,Depth,Age,Employment class,Fnlwgt,Education level,Education years,Marital status,Occupation,Relationship status,Race,Sex,Capital gain,Capital loss,Work hours per week,Native country,Salary
1471,"[39,49]","[39,54]",28, State-gov,119793, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
1472,"[39,49]","[39,54]",55, ?,208640, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,30, United-States, >50K
1473,"[39,49]","[39,54]",25, Private,256263, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
1474,"[39,49]","[39,54]",57, Private,140426, 1st-4th,2, Married-spouse-absent, Other-service, Not-in-family, White, Male,0,0,35, ?, <=50K
1475,"[39,49]","[39,54]",30, Private,175856, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,38, United-States, <=50K
1476,"[39,49]","[39,54]",47, Self-emp-not-inc,174533, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
1477,"[39,49]","[39,54]",43, Private,180985, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
1478,"[39,49]","[39,54]",46, Private,28225, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,58, United-States, <=50K
1479,"[39,49]","[39,54]",50, Self-emp-inc,198400, HS-grad,9, Married-civ-spouse, Sales, Husband, Black, Male,0,0,60, United-States, <=50K
1480,"[39,49]","[39,54]",30, Private,284395, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
1481,"[39,49]","[39,54]",50, Self-emp-not-inc,348099, 10th,6, Divorced, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
1482,"[39,49]","[39,54]",38, Private,196554, Prof-school,15, Separated, Prof-specialty, Not-in-family, White, Male,0,0,35, United-States, >50K
1483,"[39,49]","[39,54]",20, ?,53738, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,60, United-States, <=50K
1484,"[39,49]","[39,54]",32, Private,77634, 11th,7, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States, <=50K
1485,"[39,49]","[39,54]",41, State-gov,227734, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,3464,0,40, United-States, <=50K
1486,"[39,49]","[39,54]",34, Private,112584, 10th,6, Divorced, Other-service, Unmarried, White, Female,0,0,38, United-States, <=50K
1487,"[39,49]","[39,54]",60, Self-emp-not-inc,52900, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,42, United-States, >50K
1488,"[39,49]","[39,54]",48, Private,240917, 11th,7, Separated, Other-service, Not-in-family, Black, Female,0,0,35, United-States, <=50K
1489,"[39,49]","[39,54]",33, Private,236818, Assoc-voc,11, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,26, United-States, <=50K
1490,"[39,49]","[39,54]",42, Private,132481, Assoc-acdm,12, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,24, United-States, <=50K
1491,"[39,49]","[39,54]",44, Self-emp-not-inc,124692, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, United-States, >50K
1492,"[39,49]","[39,54]",20, Self-emp-not-inc,263498, Assoc-voc,11, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
1493,"[39,49]","[39,54]",22, Private,208946, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,25, United-States, <=50K
1494,"[39,49]","[39,54]",65, Private,115880, Doctorate,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
1495,"[39,49]","[39,54]",23, Private,195767, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
1496,"[39,49]","[39,54]",46, Private,328216, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
1497,"[39,49]","[39,54]",24, ?,41356, Some-college,10, Never-married, ?, Not-in-family, White, Female,0,0,40, United-States, <=50K
1498,"[39,49]","[39,54]",27, Private,225142, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
1499,"[39,49]","[39,54]",25, Private,134821, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
1500,"[39,49]","[39,54]",54, State-gov,123592, HS-grad,9, Separated, Adm-clerical, Unmarried, Black, Female,3887,0,35, United-States, <=50K
1501,"[39,49]","[39,54]",45, Private,81132, Some-college,10, Married-civ-spouse, Craft-repair, Other-relative, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
1502,"[39,49]","[39,54]",49, Private,166857, 9th,5, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
1503,"[39,49]","[39,54]",24, Private,274398, Some-college,10, Never-married, Adm-clerical, Own-child, Black, Female,0,0,20, United-States, <=50K
1504,"[39,49]","[39,54]",44, State-gov,165108, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
1505,"[39,49]","[39,54]",26, Private,917220, 12th,8, Never-married, Transport-moving, Own-child, Black, Male,0,0,40, United-States, <=50K
1506,"[39,49]","[39,54]",44, Private,118550, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,0,33, United-States, <=50K
1507,"[39,49]","[39,54]",55, Federal-gov,31728, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, >50K
1508,"[39,49]","[39,54]",21, Private,211301, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,8, United-States, <=50K
1509,"[39,49]","[39,54]",44, Self-emp-inc,56651, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,45, United-States, >50K
1510,"[39,49]","[39,54]",41, Private,121055, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
1511,"[39,49]","[39,54]",36, Private,124818, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
1512,"[39,49]","[39,54]",20, Private,158206, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,30, United-States, <=50K
1513,"[39,49]","[39,54]",67, Self-emp-inc,73559, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,9386,0,50, United-States, >50K
1514,"[39,49]","[39,54]",49, Self-emp-not-inc,107597, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Female,14084,0,30, United-States, >50K
1515,"[39,49]","[39,54]",41, ?,344572, HS-grad,9, Divorced, ?, Unmarried, White, Female,0,0,40, United-States, <=50K
1516,"[39,49]","[39,54]",22, Private,107882, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Female,0,0,35, United-States, <=50K
1517,"[39,49]","[39,54]",44, Private,29762, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,68, United-States, <=50K
1518,"[39,49]","[39,54]",58, Private,194733, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
1519,"[39,49]","[39,54]",23, Private,211527, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,60, United-States, <=50K
1520,"[39,49]","[39,54]",24, Local-gov,176178, Assoc-acdm,12, Never-married, Prof-specialty, Own-child, White, Female,0,0,2, United-States, <=50K
1521,"[39,49]","[39,54]",21, State-gov,99199, Some-college,10, Never-married, Exec-managerial, Own-child, White, Male,0,0,10, United-States, <=50K
1522,"[39,49]","[39,54]",23, Private,167868, Assoc-voc,11, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
1523,"[39,49]","[39,54]",56, Private,177271, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
1524,"[39,49]","[39,54]",25, Private,236267, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
1525,"[39,49]","[39,54]",56, Private,178202, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
1526,"[39,49]","[39,54]",20, Private,298635, Some-college,10, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,30, Philippines, <=50K
1527,"[39,49]","[39,54]",30, Local-gov,303485, Some-college,10, Never-married, Transport-moving, Unmarried, Black, Female,0,0,40, United-States, <=50K
1528,"[39,49]","[39,54]",64, ?,50171, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,10, United-States, <=50K
1529,"[39,49]","[39,54]",47, Federal-gov,229646, HS-grad,9, Married-spouse-absent, Adm-clerical, Not-in-family, Black, Female,0,0,40, Puerto-Rico, <=50K
1530,"[39,49]","[39,54]",31, Private,161765, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,2051,57, United-States, <=50K
1531,"[39,49]","[39,54]",19, Private,140459, 11th,7, Never-married, Craft-repair, Other-relative, White, Male,0,0,25, United-States, <=50K
1532,"[39,49]","[39,54]",46, Local-gov,33373, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
1533,"[39,49]","[39,54]",52, State-gov,142757, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, United-States, >50K
1534,"[39,49]","[39,54]",38, Private,89559, Some-college,10, Separated, Prof-specialty, Unmarried, White, Female,0,0,40, Germany, <=50K
1535,"[39,49]","[39,54]",24, Private,190457, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
1536,"[39,49]","[39,54]",42, Private,29962, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
1537,"[39,49]","[39,54]",40, Private,183765, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
1538,"[39,49]","[39,54]",27, Self-emp-not-inc,107846, HS-grad,9, Never-married, Protective-serv, Not-in-family, White, Male,0,0,30, United-States, <=50K
1539,"[39,49]","[39,54]",36, Private,86459, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,50, United-States, >50K
1540,"[39,49]","[39,54]",42, Private,317078, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
1541,"[39,49]","[39,54]",45, Private,287190, Assoc-acdm,12, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,35, United-States, <=50K
1542,"[39,49]","[39,54]",54, Private,198546, Masters,14, Widowed, Adm-clerical, Unmarried, White, Female,0,0,38, United-States, <=50K
1543,"[39,49]","[39,54]",60, Private,163729, HS-grad,9, Divorced, Tech-support, Unmarried, White, Female,2597,0,40, United-States, <=50K
1544,"[39,49]","[39,54]",53, Private,96827, Bachelors,13, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Canada, <=50K
1545,"[39,49]","[39,54]",37, Self-emp-not-inc,177277, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
1546,"[39,49]","[39,54]",42, ?,212206, Masters,14, Married-civ-spouse, ?, Wife, White, Female,0,1887,48, United-States, >50K
1547,"[39,49]","[39,54]",62, Private,143943, Bachelors,13, Widowed, Tech-support, Unmarried, White, Female,0,0,7, United-States, <=50K
1548,"[39,49]","[39,54]",25, Local-gov,366796, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
1549,"[39,49]","[39,54]",23, Private,380281, Assoc-acdm,12, Never-married, Other-service, Own-child, White, Male,0,0,25, Columbia, <=50K
1550,"[39,49]","[39,54]",21, Private,211601, Some-college,10, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
1551,"[39,49]","[39,54]",27, Private,179565, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,37, United-States, <=50K
1552,"[39,49]","[39,54]",19, Private,199495, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
1553,"[39,49]","[39,54]",20, Private,39477, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,30, United-States, <=50K
1554,"[39,49]","[39,54]",27, Private,333990, Assoc-voc,11, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
1555,"[39,49]","[39,54]",33, Private,341187, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
1556,"[39,49]","[39,54]",28, Private,198258, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
1557,"[39,49]","[39,54]",44, Private,113324, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
1558,"[39,49]","[39,54]",18, Private,280603, 11th,7, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
1559,"[39,49]","[39,54]",56, Self-emp-not-inc,323639, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,25, United-States, <=50K
1560,"[39,49]","[39,54]",41, Private,165798, 5th-6th,3, Divorced, Other-service, Unmarried, White, Female,0,0,40, Puerto-Rico, <=50K
1561,"[39,49]","[39,54]",37, Private,179481, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
1562,"[39,49]","[39,54]",39, Private,80680, Some-college,10, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
1563,"[39,49]","[39,54]",27, Local-gov,332785, HS-grad,9, Never-married, Protective-serv, Own-child, White, Male,0,0,38, United-States, <=50K
1564,"[39,49]","[39,54]",51, Local-gov,96678, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
1565,"[39,49]","[39,54]",53, Private,278114, 7th-8th,4, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
1566,"[39,49]","[39,54]",63, ?,257659, Masters,14, Never-married, ?, Not-in-family, White, Female,0,0,3, United-States, <=50K
1567,"[39,49]","[39,54]",33, Private,188467, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
1568,"[39,49]","[39,54]",24, Local-gov,212210, Assoc-acdm,12, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, ?, <=50K
1569,"[39,49]","[39,54]",33, Local-gov,365908, HS-grad,9, Married-civ-spouse, Other-service, Husband, Black, Male,2105,0,40, United-States, <=50K
1570,"[39,49]","[39,54]",29, Private,106153, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
1571,"[50,60]","[39,54]",68, Private,194746, Doctorate,16, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Cuba, <=50K
1572,"[50,60]","[39,54]",32, Private,227931, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
1573,"[50,60]","[39,54]",41, Private,317539, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
1574,"[50,60]","[39,54]",53, Private,264939, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, Mexico, <=50K
1575,"[50,60]","[39,54]",19, Private,95078, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States, <=50K
1576,"[50,60]","[39,54]",43, Private,216497, Bachelors,13, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Germany, <=50K
1577,"[50,60]","[39,54]",21, Private,169699, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
1578,"[50,60]","[39,54]",40, Private,155972, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
1579,"[50,60]","[39,54]",25, Private,64860, Some-college,10, Married-spouse-absent, Adm-clerical, Unmarried, White, Female,0,0,22, United-States, <=50K
1580,"[50,60]","[39,54]",28, Private,90915, Bachelors,13, Married-spouse-absent, Tech-support, Unmarried, Black, Female,0,0,40, United-States, <=50K
1581,"[50,60]","[39,54]",36, Self-emp-inc,337778, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Yugoslavia, >50K
1582,"[50,60]","[39,54]",33, Self-emp-not-inc,361817, HS-grad,9, Separated, Craft-repair, Unmarried, White, Male,0,0,50, United-States, <=50K
1583,"[50,60]","[39,54]",26, Private,137658, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
1584,"[50,60]","[39,54]",40, Local-gov,99679, Prof-school,15, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, >50K
1585,"[50,60]","[39,54]",66, Private,350498, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1258,20, United-States, <=50K
1586,"[50,60]","[39,54]",32, Private,137875, Some-college,10, Divorced, Sales, Unmarried, White, Female,0,0,30, United-States, <=50K
1587,"[50,60]","[39,54]",51, Private,96609, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
1588,"[50,60]","[39,54]",31, Local-gov,192565, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,90, United-States, >50K
1589,"[50,60]","[39,54]",19, ?,309284, Some-college,10, Never-married, ?, Not-in-family, White, Male,0,0,40, United-States, <=50K
1590,"[50,60]","[39,54]",65, Private,105116, Some-college,10, Widowed, Adm-clerical, Not-in-family, White, Female,2346,0,40, United-States, <=50K
1591,"[50,60]","[39,54]",40, Private,233130, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, El-Salvador, <=50K
1592,"[50,60]","[39,54]",46, Private,78529, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,60, United-States, >50K
1593,"[50,60]","[39,54]",53, Private,64322, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
1594,"[50,60]","[39,54]",30, Private,154587, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
1595,"[50,60]","[39,54]",23, Private,353010, 11th,7, Never-married, Craft-repair, Unmarried, White, Male,0,0,35, United-States, <=50K
1596,"[50,60]","[39,54]",42, Private,227065, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,32, United-States, >50K
1597,"[50,60]","[39,54]",29, ?,427965, HS-grad,9, Separated, ?, Unmarried, Black, Female,0,0,20, United-States, <=50K
1598,"[50,60]","[39,54]",72, ?,188009, 7th-8th,4, Divorced, ?, Not-in-family, White, Male,0,0,30, United-States, <=50K
1599,"[50,60]","[39,54]",38, Private,103323, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,7688,0,40, United-States, >50K
1600,"[50,60]","[39,54]",37, State-gov,29145, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
1601,"[50,60]","[39,54]",45, State-gov,50567, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
1602,"[50,60]","[39,54]",57, Federal-gov,30030, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
1603,"[50,60]","[39,54]",35, Private,114765, Bachelors,13, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
1604,"[50,60]","[39,54]",57, Self-emp-not-inc,27385, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,10, United-States, <=50K
1605,"[50,60]","[39,54]",40, State-gov,50093, Masters,14, Divorced, Prof-specialty, Unmarried, White, Female,0,0,20, United-States, <=50K
1606,"[50,60]","[39,54]",34, Private,24266, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,7688,0,40, United-States, >50K
1607,"[50,60]","[39,54]",34, Private,226883, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
1608,"[50,60]","[39,54]",44, Private,29115, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
1609,"[50,60]","[39,54]",45, Private,114797, HS-grad,9, Separated, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
1610,"[50,60]","[39,54]",66, Self-emp-not-inc,262552, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,7, United-States, <=50K
1611,"[50,60]","[39,54]",21, Private,222993, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
1612,"[50,60]","[39,54]",37, Private,138940, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
1613,"[50,60]","[39,54]",53, Self-emp-inc,298215, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
1614,"[50,60]","[39,54]",30, Private,48014, Masters,14, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, France, <=50K
1615,"[50,60]","[39,54]",43, Private,75993, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,7688,0,40, United-States, >50K
1616,"[50,60]","[39,54]",40, Private,124747, HS-grad,9, Married-civ-spouse, Craft-repair, Wife, White, Female,7298,0,40, United-States, >50K
1617,"[50,60]","[39,54]",30, Private,108386, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
1618,"[50,60]","[39,54]",34, Private,108837, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
1619,"[50,60]","[39,54]",59, Self-emp-not-inc,98418, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,20, United-States, <=50K
1620,"[50,60]","[39,54]",27, Private,202206, 11th,7, Separated, Farming-fishing, Other-relative, White, Male,0,0,40, Puerto-Rico, <=50K
1621,"[50,60]","[39,54]",30, Private,225053, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
1622,"[50,60]","[39,54]",19, Private,159796, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,12, United-States, <=50K
1623,"[50,60]","[39,54]",38, Private,227945, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,65, United-States, >50K
1624,"[50,60]","[39,54]",56, Local-gov,273084, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
1625,"[50,60]","[39,54]",68, Private,161744, 10th,6, Married-civ-spouse, Sales, Husband, White, Male,0,0,16, United-States, <=50K
1626,"[50,60]","[39,54]",36, Private,205359, HS-grad,9, Married-spouse-absent, Other-service, Unmarried, White, Female,0,0,25, United-States, <=50K
1627,"[50,60]","[39,54]",48, Private,278039, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
1628,"[50,60]","[39,54]",34, Private,116910, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
1629,"[50,60]","[39,54]",19, ?,307837, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,40, United-States, <=50K
1630,"[50,60]","[39,54]",38, Private,287701, 11th,7, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,48, United-States, >50K
1631,"[50,60]","[39,54]",31, Private,187560, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, >50K
1632,"[50,60]","[39,54]",33, Self-emp-not-inc,108438, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
1633,"[50,60]","[39,54]",36, Local-gov,95462, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
1634,"[50,60]","[39,54]",30, Private,129707, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,1848,40, United-States, >50K
1635,"[50,60]","[39,54]",50, Private,177927, HS-grad,9, Divorced, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
1636,"[50,60]","[39,54]",39, Federal-gov,243872, Assoc-acdm,12, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
1637,"[50,60]","[39,54]",52, Private,259583, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
1638,"[50,60]","[39,54]",30, Private,169496, Masters,14, Married-civ-spouse, Other-service, Husband, White, Male,0,0,15, United-States, >50K
1639,"[50,60]","[39,54]",23, State-gov,56402, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States, <=50K
1640,"[50,60]","[39,54]",65, Private,180280, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
1641,"[50,60]","[39,54]",62, Private,155094, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,45, United-States, >50K
1642,"[50,60]","[39,54]",55, Private,197114, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,6, United-States, >50K
1643,"[50,60]","[39,54]",21, Private,184543, Assoc-voc,11, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
1644,"[50,60]","[39,54]",40, Private,179508, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,55, United-States, <=50K
1645,"[50,60]","[39,54]",61, Self-emp-not-inc,24046, HS-grad,9, Widowed, Other-service, Other-relative, White, Female,0,0,40, United-States, <=50K
1646,"[50,60]","[39,54]",22, Private,227994, Some-college,10, Married-spouse-absent, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,39, United-States, <=50K
1647,"[50,60]","[39,54]",41, Federal-gov,34178, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
1648,"[50,60]","[39,54]",21, Private,255685, Some-college,10, Never-married, Other-service, Own-child, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
1649,"[50,60]","[39,54]",38, Private,199256, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
1650,"[50,60]","[39,54]",49, Self-emp-not-inc,110457, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
1651,"[50,60]","[39,54]",37, Private,32709, Bachelors,13, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,40, United-States, >50K
1652,"[50,60]","[39,54]",38, Self-emp-not-inc,245090, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
1653,"[50,60]","[39,54]",19, Private,156587, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,38, United-States, <=50K
1654,"[50,60]","[39,54]",36, Private,284166, HS-grad,9, Never-married, Sales, Unmarried, White, Male,0,0,60, United-States, >50K
1655,"[50,60]","[39,54]",24, Private,259351, Some-college,10, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
1656,"[50,60]","[39,54]",20, Private,317443, Some-college,10, Never-married, Adm-clerical, Own-child, Black, Female,0,0,15, United-States, <=50K
1657,"[50,60]","[39,54]",19, Private,266635, HS-grad,9, Never-married, Other-service, Own-child, Black, Male,0,0,30, United-States, <=50K
1658,"[50,60]","[39,54]",53, Private,185846, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
1659,"[50,60]","[39,54]",28, Local-gov,125159, Some-college,10, Never-married, Adm-clerical, Other-relative, Black, Male,0,0,40, Haiti, <=50K
1660,"[50,60]","[39,54]",67, Self-emp-inc,330144, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States, >50K
